0	39.9061898	116.3894982
1	39.8987502	116.3898158
2	39.8988392	116.3934744
3	39.9061173	116.3931584
4	39.9062496	116.3251522
5	39.9061352	116.3232206
6	39.8988597	116.3817888
7	39.9024162	116.3816724
8	39.9062149	116.315387
9	39.9097605	116.315618
10	39.9069042	116.4117253
11	39.9067563	116.4052393
12	39.898622	116.3779386
13	39.8883331	116.3784776
14	39.9933535	116.3945787
15	39.9933848	116.3982942
16	39.9932535	116.3971886
17	39.9886984	116.3972082
18	40.0082142	116.3939401
19	39.9871227	116.3947548
20	39.9859264	116.3640579
21	39.9861182	116.3715515
22	39.9476009	116.4020469
23	39.9476591	116.4053914
24	39.9064589	116.4006158
25	39.9066321	116.4004717
26	39.9319029	116.4025943
27	39.9258827	116.4028883
28	39.9204697	116.4094085
29	39.9198397	116.4114105
30	39.9211535	116.4113484
31	39.9212974	116.4200271
32	39.9809973	116.3944101
33	39.9813656	116.393981
34	39.9809118	116.391715
35	39.9813912	116.3921665
36	39.9477159	116.4020434
37	39.9476426	116.3919667
38	39.9071036	116.4207538
39	39.9069416	116.4207564
40	39.8986247	116.3898245
41	39.8987479	116.3934817
42	39.8992743	116.3985895
43	39.9327783	116.3969535
44	39.9394301	116.3968413
45	39.9320171	116.4025886
46	39.9387626	116.3897402
47	39.9320767	116.3900969
48	39.9365244	116.3898598
49	39.9367646	116.393702
50	39.9369581	116.393746
51	39.9386879	116.3936708
52	39.9356532	116.3969397
53	39.935743	116.4024204
54	39.9353048	116.3899249
55	39.9348846	116.3969343
56	39.9362997	116.3969078
57	39.9370913	116.4023735
58	39.937029	116.3968843
59	39.9392328	116.3888827
60	39.942427	116.3895
61	39.93868	116.3968507
62	39.9377192	116.3978159
63	39.9530732	116.4645492
64	39.9512556	116.4650889
65	39.93965	116.4194294
66	39.9395643	116.4194138
67	39.9322423	116.4304239
68	39.9255377	116.4313674
69	39.9323792	116.48418
70	39.9348238	116.4960018
71	39.9299446	116.4758619
72	39.9298726	116.4721529
73	39.9300219	116.4787335
74	39.9323714	116.4787036
75	39.9477585	116.3875497
76	39.9476317	116.3754448
77	39.9028678	116.4558657
78	39.906734	116.4559464
79	39.9679148	116.4198543
80	39.9680502	116.4249928
81	39.9426891	116.4560656
82	39.9435946	116.4551392
83	39.9457205	116.4559045
84	39.9466478	116.4613558
85	39.9151322	116.4836967
86	39.9090087	116.4837025
87	39.8298219	116.3558827
88	39.829808	116.346358
89	39.8293738	116.3048956
90	39.8293786	116.2945688
91	39.9276514	116.2693104
92	39.9316123	116.2688978
93	39.9848877	116.3377919
94	39.9851828	116.3451775
95	39.9674703	116.3983984
96	39.9674671	116.3978355
97	39.9663991	116.3467723
98	39.9663621	116.3422763
99	39.9449589	116.3038187
100	39.9438825	116.3038356
101	39.8548184	116.3124355
102	39.8542364	116.312964
103	39.8556009	116.3814123
104	39.8555991	116.382394
105	39.9713484	116.5030182
106	39.9779128	116.47353
107	39.9686046	116.4262556
108	39.9703609	116.4262916
109	39.9142401	116.4856164
110	39.9143471	116.4898659
111	39.9291582	116.4554826
112	39.9230992	116.4554327
113	39.9461056	116.4566499
114	39.9468972	116.4609824
115	39.9324698	116.466617
116	39.9479207	116.4662695
117	39.8766272	116.4552619
118	39.8830126	116.4553923
119	39.9372774	116.4560572
120	39.9372854	116.4551631
121	39.9168886	116.4554261
122	39.9131786	116.4556196
123	39.8971138	116.4554936
124	39.9108412	116.4557925
125	39.9070945	116.4588882
126	39.907103	116.452375
127	39.913182	116.4557809
128	39.9149901	116.4556455
129	39.9019334	116.3857096
130	39.901486	116.3897581
131	39.9026639	116.3680709
132	39.9027581	116.3702435
133	39.9024523	116.3777424
134	39.9004798	116.3779361
135	39.900629	116.3817558
136	39.9220574	116.4467117
137	39.9219866	116.448951
138	39.955605	116.4493532
139	39.9505413	116.4552275
140	39.943008	116.3523304
141	39.9438762	116.3554314
142	39.9434971	116.3501551
143	39.9439618	116.3503612
144	39.9402934	116.3494139
145	39.9069681	116.4517539
146	39.9068141	116.452353
147	39.8968796	116.3470102
148	39.9002866	116.3506817
149	39.9169027	116.3285085
150	39.9170486	116.3388295
151	39.9321558	116.4108863
152	39.932159	116.4109767
153	39.8923179	116.4378794
154	39.8846005	116.4388972
155	39.9525536	116.4584303
156	39.9525727	116.4620679
157	39.9233799	116.4279434
158	39.9231225	116.4275999
159	39.9412557	116.42817
160	39.9418764	116.427757
161	39.9068711	116.4692817
162	39.9068514	116.4747834
163	39.903076	116.631665
164	39.9054445	116.6178278
165	39.9500781	116.4383972
166	39.9500144	116.4384859
167	39.8975106	116.3917461
168	39.8901176	116.3921294
169	39.9170117	116.4003384
170	39.9171306	116.4048417
171	39.9113432	116.3918754
172	39.9210658	116.390564
173	39.911616	116.4010378
174	39.9116905	116.402852
175	39.9400332	116.4553224
176	39.9399723	116.449288
177	39.9323132	116.4552828
178	39.9322374	116.4286887
179	39.9324558	116.4611227
180	39.933585	116.4611274
181	39.9486107	116.5111628
182	39.9391939	116.5112286
183	39.9133382	116.3676249
184	39.9129844	116.3755423
185	39.9056415	116.3765804
186	39.9058063	116.3766432
187	39.9256308	116.4284876
188	39.930199	116.4282533
189	39.9228371	116.4344916
190	39.9227279	116.4344924
191	39.9120111	116.4441352
192	39.9118098	116.4292098
193	39.9214669	116.444127
194	39.9071643	116.4441203
195	39.9163686	116.4348662
196	39.9163407	116.4404181
197	40.0731091	116.582138
198	40.0754501	116.582604
199	39.8959802	116.3230845
200	39.9059991	116.322901
201	39.8839226	116.3057848
202	39.887829	116.3150334
203	39.9816984	116.4011781
204	39.9812361	116.3882619
205	39.9350657	116.44237
206	39.9324119	116.4423338
207	39.9615164	116.4408924
208	39.9671352	116.4471056
209	40.0102583	116.4720643
210	39.9899732	116.4664873
211	39.9746749	116.3115702
212	39.9746731	116.3117415
213	39.9996931	116.3464843
214	39.9995714	116.3464906
215	39.9481136	116.4017327
216	39.9479727	116.4013765
217	39.8996767	116.4121807
218	39.8934174	116.4125135
219	40.0084898	116.3803573
220	40.0196778	116.3793769
221	40.0243775	116.3454137
222	40.0238671	116.3455845
223	40.0812424	116.2327098
224	40.0311721	116.2665273
225	39.9961848	116.2983116
226	39.996022	116.2983165
